# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Stage Number"	"Step Number"	"Cycle Number"	"X1_M1"	"X2_M2"	"X3_M3"	"X4_M4"	"X5_M5"
"79"	"G7"	"3"	"3"	"1"	"460875.38"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"457465.8"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"491304.28"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"483731.22"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"463731.38"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"389377.5"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"375335.22"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"410559.28"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"410773.72"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"432559.94"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"468923.56"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"392978.38"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"425767.34"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"451271.34"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"484778.34"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"452822.47"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"415551.88"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"372134.47"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"380890.88"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"416283.0"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"384102.94"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"436570.2"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"439208.97"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"403748.56"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"448442.16"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"402079.75"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"400833.84"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"395925.38"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"385010.6"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"405527.4"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"366464.47"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"387425.22"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"391088.3"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"374160.06"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"422723.34"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"423143.53"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"413082.7"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"416894.2"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"416498.88"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"430543.5"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"442917.2"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"381644.56"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"352613.22"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"397843.1"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"378239.9"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"421054.5"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"435103.97"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"423975.38"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"412869.44"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"476743.4"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"438386.97"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"421581.0"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"391291.06"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"360044.8"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"386585.66"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"380747.22"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"398412.44"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"410740.75"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"454369.16"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"462566.72"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"426349.94"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"407272.4"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"434931.12"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"430155.16"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"438886.78"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"408586.62"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"377719.3"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"415426.4"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"412326.84"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"399160.06"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"447909.06"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"454303.03"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"411456.06"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"457363.7"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"444321.8"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"437410.62"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"389196.7"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"374375.7"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"360853.97"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"396023.84"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"410651.7"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"445353.06"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"514931.3"	""	""	""	""
"66"	"F6"	"3"	"3"	"1"	"498347.47"	""	""	""	""
"67"	"F7"	"3"	"3"	"1"	"436506.56"	""	""	""	""
"68"	"F8"	"3"	"3"	"1"	"439660.66"	""	""	""	""
"69"	"F9"	"3"	"3"	"1"	"468672.28"	""	""	""	""
"70"	"F10"	"3"	"3"	"1"	"451846.28"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"421028.7"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"377759.0"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"359591.3"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"395076.34"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"398233.56"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"418797.1"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"455708.28"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"459173.7"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"420294.84"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"417823.62"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"460266.03"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"454766.0"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"424879.8"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"355169.8"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"342257.28"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"368519.53"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"371810.8"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"391218.56"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"437728.25"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"364411.34"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"389750.16"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"411895.3"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"455528.25"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"424281.75"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"376474.88"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"340025.8"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"336381.1"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"368778.7"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"336191.2"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"377954.9"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"395874.5"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"362372.56"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"394402.34"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"352785.3"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"354618.0"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"348322.78"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"348464.22"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"368098.06"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"319132.22"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"342265.4"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"332471.53"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"318637.8"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"375109.38"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"376588.06"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"359352.56"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"363650.06"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"367264.75"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"380722.78"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"395360.25"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"342409.12"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"301701.56"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"341016.38"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"316181.72"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"351919.34"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"382422.66"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"370662.9"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"352152.8"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"408533.34"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"383475.1"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"365227.8"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"344497.0"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"317209.34"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"320406.78"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"318430.56"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"327557.84"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"340263.3"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"396960.28"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"404085.8"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"362989.88"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"343026.78"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"384383.22"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"378089.47"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"380719.44"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"354004.62"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"312035.7"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"344058.03"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"340266.84"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"332539.94"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"397755.88"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"399629.56"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"347455.94"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"390103.6"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"395786.78"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"389568.5"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"332355.8"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"319016.56"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"301408.7"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"331078.7"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"341276.1"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"366316.53"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"462630.34"	""	""	""	""
"66"	"F6"	"3"	"3"	"1"	"443598.78"	""	""	""	""
"67"	"F7"	"3"	"3"	"1"	"370926.34"	""	""	""	""
"68"	"F8"	"3"	"3"	"1"	"368300.1"	""	""	""	""
"69"	"F9"	"3"	"3"	"1"	"418192.12"	""	""	""	""
"70"	"F10"	"3"	"3"	"1"	"404465.47"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"361088.7"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"323039.12"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"301861.03"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"326922.56"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"337840.12"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"347167.4"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"408308.5"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"412031.06"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"357539.47"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"355480.72"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"412977.94"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"413061.8"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"362845.94"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"301353.1"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"285719.7"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"304924.53"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"314006.78"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"326802.12"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"391501.1"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"321269.88"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"328351.44"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"348173.78"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"412053.2"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"383551.97"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"320929.4"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"290395.25"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"266559.9"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"296968.2"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"262997.1"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"294229.8"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"327312.34"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"298190.5"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"314303.5"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"281129.34"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"286693.88"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"283403.16"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"288122.66"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"307858.66"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"250848.9"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"272620.2"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"250837.2"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"237013.06"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"300504.62"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"304931.3"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"280270.25"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"281970.62"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"290587.1"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"304363.66"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"320392.44"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"281349.8"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"229828.5"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"260878.61"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"228762.89"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"253965.92"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"304153.16"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"293305.88"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"265640.0"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"309529.12"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"302306.34"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"285116.06"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"273101.4"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"251685.48"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"233686.2"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"235794.23"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"234959.45"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"242874.11"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"314082.03"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"320393.4"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"271635.97"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"253975.02"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"310015.5"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"298753.62"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"297481.47"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"278184.6"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"227414.6"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"250805.36"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"245065.92"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"240417.98"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"319830.78"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"322341.53"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"261482.66"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"296073.47"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"320064.47"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"316834.94"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"253315.81"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"238627.77"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"221973.95"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"240587.34"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"244292.33"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"263183.16"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"380618.2"	""	""	""	""
"66"	"F6"	"3"	"3"	"1"	"365394.1"	""	""	""	""
"67"	"F7"	"3"	"3"	"1"	"276220.22"	""	""	""	""
"68"	"F8"	"3"	"3"	"1"	"272385.7"	""	""	""	""
"69"	"F9"	"3"	"3"	"1"	"338927.8"	""	""	""	""
"70"	"F10"	"3"	"3"	"1"	"332163.22"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"276469.44"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"245447.39"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"221301.23"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"236878.42"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"251245.97"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"250071.2"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"339666.12"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"341296.72"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"269519.8"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"269091.53"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"344026.06"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"346905.6"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"279137.1"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"228579.08"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"210615.14"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"217461.42"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"229956.88"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"241373.66"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"322331.34"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"261902.02"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"247785.12"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"261702.69"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"347183.72"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"317136.34"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"242605.62"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"218381.89"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"183163.78"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"208222.28"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"180521.6"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"199460.8"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"239677.58"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"217266.72"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"220546.19"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"194623.47"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"201810.02"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"199414.75"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"211372.56"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"227623.27"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"168798.42"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"188185.36"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"166553.73"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"150861.78"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"210969.5"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"211810.9"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"186326.94"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"189403.62"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"199832.22"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"211353.97"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"228886.28"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"201046.34"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"149299.25"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"171008.81"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"144970.0"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"162286.7"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"206551.2"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"196904.08"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"173052.06"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"203478.95"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"206709.4"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"191915.9"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"187855.25"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"175447.67"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"148816.45"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"148064.58"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"145776.53"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"154021.48"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"215106.86"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"218868.16"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"178490.22"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"162981.56"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"218125.4"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"207062.88"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"204492.16"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"193272.28"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"142891.45"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"160964.25"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"155341.78"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"152324.92"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"223839.3"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"227120.6"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"169226.75"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"201360.84"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"224496.58"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"227657.2"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"169526.14"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"158349.12"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"139766.45"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"151778.5"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"155466.5"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"165280.47"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"280117.47"	""	""	""	""
