# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Stage Number"	"Step Number"	"Cycle Number"	"SYBR"	"ROX"
"70"	"F10"	"3"	"3"	"1"	"1032415.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"1025816.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"1020418.9"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"1013997.75"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"1007676.7"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"1000259.56"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"993357.5"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"985825.9"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"978210.8"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"970972.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"963613.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"955507.1"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"949547.3"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"941333.75"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"933866.4"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"926530.0"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"919902.9"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"911402.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"906144.25"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"895132.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"891577.6"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"884252.8"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"876377.0"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"867033.6"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"861152.3"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"855568.8"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"846969.1"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"839839.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"832706.75"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"825914.7"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"818461.5"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"811524.44"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"805356.7"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"795777.75"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"791074.06"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"783804.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"775099.75"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"768874.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"759825.06"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"752286.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"746967.1"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"737235.75"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"730215.06"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"722830.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"714401.6"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"707264.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"700624.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"693201.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"686321.25"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"678209.44"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"668330.94"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"662505.1"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"654540.25"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"648212.9"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"640403.9"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"633195.0"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"625145.56"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"618428.7"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"610245.4"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"600557.2"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"592807.6"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"584691.9"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"578954.25"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"569706.0"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"560107.0"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"550671.3"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"537357.25"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"523196.3"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"506928.88"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"484649.5"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"451846.28"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"404465.47"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"332163.22"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"241529.89"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"156336.62"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"105784.68"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"86029.66"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"78121.4"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"74426.0"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"73566.3"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"74575.99"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"70491.91"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"71035.14"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"69523.71"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"68587.36"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"69466.586"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"68463.695"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"66777.11"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"65671.79"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"66216.32"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"66489.3"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"63686.336"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"64582.957"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"63228.742"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"61423.25"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"61476.246"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"61610.29"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"60094.426"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"58688.62"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"58751.21"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"57816.812"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"57515.062"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"57071.527"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"57211.723"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"55595.54"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"55433.57"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"54222.58"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"54059.824"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"52147.04"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"52446.934"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"50836.902"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"52514.184"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"50554.426"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"49730.99"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"50123.617"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"50148.484"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"49821.676"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"48060.773"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"47061.24"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"45783.582"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"46497.26"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"45927.59"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"44722.227"	"0.0"
"70"	"F10"	"3"	"3"	"1"	"45017.793"	"0.0"
"71"	"F11"	"2"	"2"	"1"	"106931.766"	"402704.97"
"71"	"F11"	"2"	"2"	"2"	"108268.52"	"403115.38"
"71"	"F11"	"2"	"2"	"3"	"112698.74"	"403648.4"
"71"	"F11"	"2"	"2"	"4"	"115596.19"	"404106.0"
"71"	"F11"	"2"	"2"	"5"	"117331.06"	"404592.8"
"71"	"F11"	"2"	"2"	"6"	"118708.16"	"404522.28"
"71"	"F11"	"2"	"2"	"7"	"119686.5"	"404257.62"
"71"	"F11"	"2"	"2"	"8"	"122082.734"	"403960.84"
"71"	"F11"	"2"	"2"	"9"	"123264.62"	"403733.1"
"71"	"F11"	"2"	"2"	"10"	"124112.66"	"403462.75"
"71"	"F11"	"2"	"2"	"11"	"126386.83"	"403257.25"
"71"	"F11"	"2"	"2"	"12"	"127503.34"	"403007.9"
"71"	"F11"	"2"	"2"	"13"	"128459.48"	"402838.0"
"71"	"F11"	"2"	"2"	"14"	"128866.79"	"402561.75"
"71"	"F11"	"2"	"2"	"15"	"129107.36"	"402293.75"
"71"	"F11"	"2"	"2"	"16"	"131403.4"	"402147.1"
"71"	"F11"	"2"	"2"	"17"	"132350.39"	"402005.28"
"71"	"F11"	"2"	"2"	"18"	"132659.55"	"401735.62"
"71"	"F11"	"2"	"2"	"19"	"133147.97"	"401488.44"
"71"	"F11"	"2"	"2"	"20"	"134674.34"	"401258.78"
"71"	"F11"	"2"	"2"	"21"	"136866.86"	"400710.78"
"71"	"F11"	"2"	"2"	"22"	"139314.11"	"400426.5"
"71"	"F11"	"2"	"2"	"23"	"144122.39"	"400331.1"
"71"	"F11"	"2"	"2"	"24"	"150692.0"	"400123.3"
"71"	"F11"	"2"	"2"	"25"	"163751.31"	"399843.56"
"71"	"F11"	"2"	"2"	"26"	"185969.83"	"399624.4"
"71"	"F11"	"2"	"2"	"27"	"227247.7"	"399404.72"
"71"	"F11"	"2"	"2"	"28"	"293014.03"	"399045.2"
"71"	"F11"	"2"	"2"	"29"	"387016.97"	"398737.12"
"71"	"F11"	"2"	"2"	"30"	"501178.88"	"398561.16"
"71"	"F11"	"2"	"2"	"31"	"612866.25"	"398508.84"
"71"	"F11"	"2"	"2"	"32"	"709564.1"	"398617.84"
"71"	"F11"	"2"	"2"	"33"	"784951.0"	"398592.38"
"71"	"F11"	"2"	"2"	"34"	"841781.75"	"398663.03"
"71"	"F11"	"2"	"2"	"35"	"883083.8"	"398318.4"
"71"	"F11"	"2"	"2"	"36"	"914051.56"	"397893.22"
"71"	"F11"	"2"	"2"	"37"	"936766.75"	"397426.16"
"71"	"F11"	"2"	"2"	"38"	"951653.7"	"397281.8"
"71"	"F11"	"2"	"2"	"39"	"960563.9"	"397284.6"
"71"	"F11"	"2"	"2"	"40"	"966536.6"	"397294.75"
"71"	"F11"	"2"	"2"	"41"	"969923.0"	"397265.7"
"71"	"F11"	"2"	"2"	"42"	"974930.0"	"397232.78"
"71"	"F11"	"2"	"2"	"43"	"976527.9"	"396990.84"
"71"	"F11"	"2"	"2"	"44"	"977880.1"	"396926.72"
"71"	"F11"	"2"	"2"	"45"	"980263.94"	"396929.03"
"71"	"F11"	"3"	"3"	"1"	"1023504.4"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"1020912.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"1020517.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"1017055.6"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"1011380.0"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"1005397.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"1000159.0"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"994723.3"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"986582.5"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"982004.8"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"975574.5"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"966633.3"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"959671.0"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"952108.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"946392.6"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"938456.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"928942.1"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"922812.4"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"917024.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"909800.94"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"905157.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"895574.56"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"889275.3"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"883646.06"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"875554.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"867802.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"862485.5"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"855347.56"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"846508.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"839191.3"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"830562.94"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"825013.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"817871.94"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"812395.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"804945.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"797144.44"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"790731.5"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"784415.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"775502.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"768204.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"761758.06"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"752834.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"747623.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"739652.8"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"730924.4"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"721379.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"716911.8"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"706421.06"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"699880.2"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"693476.0"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"687004.56"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"679942.25"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"671321.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"663334.75"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"655671.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"649398.9"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"638947.44"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"634705.9"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"624995.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"618499.9"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"611703.8"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"603531.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"595190.0"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"586498.56"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"578316.56"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"570975.8"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"562811.94"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"555329.5"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"544675.5"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"534698.4"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"521209.62"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"505553.38"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"486575.66"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"458885.1"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"421028.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"361088.7"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"276469.44"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"189015.84"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"127922.516"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"100522.48"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"90239.18"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"87704.33"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"82823.05"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"82139.76"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"82437.23"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"79822.16"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"81488.41"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"80115.57"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"78408.87"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"79307.88"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"78009.58"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"75451.195"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"74191.54"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"73863.16"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"73027.664"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"73223.74"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"71469.68"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"73087.13"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"70326.39"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"69286.74"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"68623.82"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"68568.12"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"68516.81"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"67251.28"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"64573.27"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"64826.367"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"65062.91"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"65115.117"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"63740.0"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"63493.24"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"62136.973"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"62550.957"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"59418.83"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"60665.117"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"58674.36"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"58283.32"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"57978.008"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"57531.83"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"57830.793"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"57330.258"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"57807.164"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"55856.6"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"54659.527"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"53764.086"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"55977.293"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"53513.46"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"53850.895"	"0.0"
"71"	"F11"	"3"	"3"	"1"	"53687.086"	"0.0"
"72"	"F12"	"2"	"2"	"1"	"83852.945"	"376116.1"
"72"	"F12"	"2"	"2"	"2"	"85413.91"	"376209.56"
"72"	"F12"	"2"	"2"	"3"	"87103.8"	"376524.78"
"72"	"F12"	"2"	"2"	"4"	"88653.5"	"376036.66"
"72"	"F12"	"2"	"2"	"5"	"88536.65"	"375399.06"
"72"	"F12"	"2"	"2"	"6"	"88813.195"	"374298.3"
"72"	"F12"	"2"	"2"	"7"	"91268.14"	"373375.0"
"72"	"F12"	"2"	"2"	"8"	"92742.64"	"372892.25"
"72"	"F12"	"2"	"2"	"9"	"95050.44"	"372542.16"
"72"	"F12"	"2"	"2"	"10"	"95499.91"	"372265.28"
"72"	"F12"	"2"	"2"	"11"	"96392.71"	"371813.7"
"72"	"F12"	"2"	"2"	"12"	"97668.79"	"371466.22"
"72"	"F12"	"2"	"2"	"13"	"99058.87"	"371273.9"
"72"	"F12"	"2"	"2"	"14"	"99814.05"	"370980.88"
"72"	"F12"	"2"	"2"	"15"	"101095.836"	"370680.28"
"72"	"F12"	"2"	"2"	"16"	"101995.1"	"370286.03"
"72"	"F12"	"2"	"2"	"17"	"103435.805"	"369980.66"
"72"	"F12"	"2"	"2"	"18"	"104565.53"	"369764.84"
"72"	"F12"	"2"	"2"	"19"	"106198.68"	"369249.38"
"72"	"F12"	"2"	"2"	"20"	"107423.5"	"368718.34"
"72"	"F12"	"2"	"2"	"21"	"109055.305"	"368382.9"
"72"	"F12"	"2"	"2"	"22"	"112586.75"	"368049.47"
"72"	"F12"	"2"	"2"	"23"	"115898.02"	"367561.88"
"72"	"F12"	"2"	"2"	"24"	"121881.414"	"366938.53"
"72"	"F12"	"2"	"2"	"25"	"133626.72"	"366484.28"
"72"	"F12"	"2"	"2"	"26"	"156367.3"	"365894.62"
"72"	"F12"	"2"	"2"	"27"	"193090.23"	"365730.62"
"72"	"F12"	"2"	"2"	"28"	"251494.11"	"366027.8"
"72"	"F12"	"2"	"2"	"29"	"337739.4"	"365933.12"
"72"	"F12"	"2"	"2"	"30"	"440508.16"	"365438.9"
"72"	"F12"	"2"	"2"	"31"	"543736.75"	"364885.97"
"72"	"F12"	"2"	"2"	"32"	"630833.7"	"364760.47"
"72"	"F12"	"2"	"2"	"33"	"698585.2"	"365047.8"
"72"	"F12"	"2"	"2"	"34"	"751856.44"	"365059.9"
"72"	"F12"	"2"	"2"	"35"	"791519.7"	"364815.12"
"72"	"F12"	"2"	"2"	"36"	"817694.1"	"364579.16"
"72"	"F12"	"2"	"2"	"37"	"837495.6"	"364182.78"
"72"	"F12"	"2"	"2"	"38"	"850006.8"	"364080.66"
"72"	"F12"	"2"	"2"	"39"	"859533.56"	"364195.03"
"72"	"F12"	"2"	"2"	"40"	"864606.9"	"363924.28"
"72"	"F12"	"2"	"2"	"41"	"867600.6"	"363795.44"
"72"	"F12"	"2"	"2"	"42"	"871840.4"	"363735.2"
"72"	"F12"	"2"	"2"	"43"	"874592.5"	"363548.34"
"72"	"F12"	"2"	"2"	"44"	"877027.0"	"363442.3"
"72"	"F12"	"2"	"2"	"45"	"878955.25"	"363423.9"
"72"	"F12"	"3"	"3"	"1"	"918121.94"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"917560.4"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"917807.5"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"914025.3"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"907893.25"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"905684.4"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"901206.7"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"893914.3"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"890037.7"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"885485.7"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"877210.1"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"872066.0"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"866869.0"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"860046.2"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"855538.0"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"848103.56"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"841578.06"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"833311.5"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"828714.06"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"823245.25"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"816100.3"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"809322.56"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"803642.4"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"798466.75"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"793627.8"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"784245.56"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"776124.2"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"771328.4"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"767366.94"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"760691.25"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"751892.94"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"744729.44"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"738013.94"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"733496.6"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"727216.6"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"722291.94"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"714241.0"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"710338.7"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"700763.3"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"695624.6"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"687698.9"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"681198.3"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"676885.4"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"668440.1"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"664760.75"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"654766.3"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"648502.2"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"644668.9"	"0.0"
"72"	"F12"	"3"	"3"	"1"	"637675.44"	"0.0"
